ID,Link,Similarity,Tokens,File 1,File 2,Start 1,End 1,Detected Lines 1,Start 2,End 2,Detected Lines 2
320256,https://htmlpreview.github.io/?https://github.com/Christina96/boilerplate-sample-matches/blob/main/Cpp-beta/snap-MDEwOlJlcG9zaXRvcnk0Mjg4MzU3-flat-kernelmethods.h-snap-MDEwOlJlcG9zaXRvcnk0Mjg4MzU3-flat-http.cpp.html,0.027565084226646247,9,snap-MDEwOlJlcG9zaXRvcnk0Mjg4MzU3-flat-kernelmethods.h,snap-MDEwOlJlcG9zaXRvcnk0Mjg4MzU3-flat-http.cpp,1,4,3,72,77,5
324284,https://htmlpreview.github.io/?https://github.com/Christina96/boilerplate-sample-matches/blob/main/Cpp-beta/caffe-MDEwOlJlcG9zaXRvcnk2MTg3MDgwMw==-flat-batch_classification.cpp-abseil-cpp-MDEwOlJlcG9zaXRvcnkxMDQyMzE1NDE=-flat-inlined_vector_benchmark.cc.html,0.08,11,caffe-MDEwOlJlcG9zaXRvcnk2MTg3MDgwMw==-flat-batch_classification.cpp,abseil-cpp-MDEwOlJlcG9zaXRvcnkxMDQyMzE1NDE=-flat-inlined_vector_benchmark.cc,193,197,4,63,67,4
360877,https://htmlpreview.github.io/?https://github.com/Christina96/boilerplate-sample-matches/blob/main/Cpp-beta/snap-MDEwOlJlcG9zaXRvcnk0Mjg4MzU3-flat-test-TNodeNet.cpp-nano-node-MDEwOlJlcG9zaXRvcnkxOTM0NzM0MA==-flat-wallet.cpp.html,0.05306319343945972,14,snap-MDEwOlJlcG9zaXRvcnk0Mjg4MzU3-flat-test-TNodeNet.cpp,nano-node-MDEwOlJlcG9zaXRvcnkxOTM0NzM0MA==-flat-wallet.cpp,96,107,11,147,155,8
368224,https://htmlpreview.github.io/?https://github.com/Christina96/boilerplate-sample-matches/blob/main/Cpp-beta/snap-MDEwOlJlcG9zaXRvcnk0Mjg4MzU3-flat-demo-gio.cpp-snap-MDEwOlJlcG9zaXRvcnk0Mjg4MzU3-flat-googlex.cpp.html,0.028426395939086295,10,snap-MDEwOlJlcG9zaXRvcnk0Mjg4MzU3-flat-demo-gio.cpp,snap-MDEwOlJlcG9zaXRvcnk0Mjg4MzU3-flat-googlex.cpp,121,124,3,158,161,3
370319,https://htmlpreview.github.io/?https://github.com/Christina96/boilerplate-sample-matches/blob/main/Cpp-beta/caffe-MDEwOlJlcG9zaXRvcnk2MTg3MDgwMw==-flat-im2col.hpp-tesseract-MDEwOlJlcG9zaXRvcnkyMjg4NzA5NA==-flat-tesseractclass.h.html,0.34285714285714286,9,caffe-MDEwOlJlcG9zaXRvcnk2MTg3MDgwMw==-flat-im2col.hpp,tesseract-MDEwOlJlcG9zaXRvcnkyMjg4NzA5NA==-flat-tesseractclass.h,22,25,3,256,259,3
393074,https://htmlpreview.github.io/?https://github.com/Christina96/boilerplate-sample-matches/blob/main/Cpp-beta/snap-MDEwOlJlcG9zaXRvcnk0Mjg4MzU3-flat-google.cpp-snap-MDEwOlJlcG9zaXRvcnk0Mjg4MzU3-flat-lsionto.cpp.html,0.2049199904466205,9,snap-MDEwOlJlcG9zaXRvcnk0Mjg4MzU3-flat-google.cpp,snap-MDEwOlJlcG9zaXRvcnk0Mjg4MzU3-flat-lsionto.cpp,171,176,5,942,947,5
403505,https://htmlpreview.github.io/?https://github.com/Christina96/boilerplate-sample-matches/blob/main/Cpp-beta/caffe-MDEwOlJlcG9zaXRvcnk2MTg3MDgwMw==-flat-dummy_data_layer.cpp-subconverter-MDEwOlJlcG9zaXRvcnkyMTg2ODY3NjM=-flat-string.cpp.html,0.03225806451612903,10,caffe-MDEwOlJlcG9zaXRvcnk2MTg3MDgwMw==-flat-dummy_data_layer.cpp,subconverter-MDEwOlJlcG9zaXRvcnkyMTg2ODY3NjM=-flat-string.cpp,81,84,3,48,53,5
433564,https://htmlpreview.github.io/?https://github.com/Christina96/boilerplate-sample-matches/blob/main/Cpp-beta/tesseract-MDEwOlJlcG9zaXRvcnkyMjg4NzA5NA==-flat-colpartitionset.cpp-snap-MDEwOlJlcG9zaXRvcnk0Mjg4MzU3-flat-memes.cpp.html,0.08307797071842016,9,tesseract-MDEwOlJlcG9zaXRvcnkyMjg4NzA5NA==-flat-colpartitionset.cpp,snap-MDEwOlJlcG9zaXRvcnk0Mjg4MzU3-flat-memes.cpp,452,459,7,134,138,4
451966,https://htmlpreview.github.io/?https://github.com/Christina96/boilerplate-sample-matches/blob/main/Cpp-beta/nano-node-MDEwOlJlcG9zaXRvcnkxOTM0NzM0MA==-flat-confirmation_height_bounded.cpp-tesseract-MDEwOlJlcG9zaXRvcnkyMjg4NzA5NA==-flat-stringrenderer.cpp.html,0.06064356435643564,9,nano-node-MDEwOlJlcG9zaXRvcnkxOTM0NzM0MA==-flat-confirmation_height_bounded.cpp,tesseract-MDEwOlJlcG9zaXRvcnkyMjg4NzA5NA==-flat-stringrenderer.cpp,410,416,6,296,302,6
464290,https://htmlpreview.github.io/?https://github.com/Christina96/boilerplate-sample-matches/blob/main/Cpp-beta/notepad-plus-plus-MDEwOlJlcG9zaXRvcnkzMzAxNDgxMQ==-flat-preferenceDlg.h-notepad-plus-plus-MDEwOlJlcG9zaXRvcnkzMzAxNDgxMQ==-flat-ScintillaEditView.h.html,0.2694350555287301,12,notepad-plus-plus-MDEwOlJlcG9zaXRvcnkzMzAxNDgxMQ==-flat-preferenceDlg.h,notepad-plus-plus-MDEwOlJlcG9zaXRvcnkzMzAxNDgxMQ==-flat-ScintillaEditView.h,97,99,2,586,589,3
469147,https://htmlpreview.github.io/?https://github.com/Christina96/boilerplate-sample-matches/blob/main/Cpp-beta/abseil-cpp-MDEwOlJlcG9zaXRvcnkxMDQyMzE1NDE=-flat-generators_test.cc-abseil-cpp-MDEwOlJlcG9zaXRvcnkxMDQyMzE1NDE=-flat-cord.h.html,0.08548082966687617,29,abseil-cpp-MDEwOlJlcG9zaXRvcnkxMDQyMzE1NDE=-flat-generators_test.cc,abseil-cpp-MDEwOlJlcG9zaXRvcnkxMDQyMzE1NDE=-flat-cord.h,21,49,28,91,102,11
